Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,2010-02-05,134317.69099347683,0,77.70134707120896,2.875245177311297,207.07344721701924,8.174455123284421
1,2010-02-12,138861.86771999885,0,71.91955216337801,2.810655907399657,208.90043410863964,8.707849493715706
1,2010-02-19,137927.14942532257,0,76.10480417788075,2.9141792965574425,211.0612640133781,8.261176884279191
1,2010-02-26,131425.29495522985,0,70.24216809681525,2.9062760241045815,210.46511113352062,8.417784409113684
1,2010-03-05,139502.24863733602,0,86.60731287706218,2.8356376414344955,210.07750826675533,8.363966612377942
1,2010-03-12,132317.9293861014,0,81.47036819770366,2.893018608927679,211.54623150451184,8.975411900217615
1,2010-03-19,136425.9658122905,0,75.9443611429691,2.8068981817401695,212.00396913386325,8.710243073180223
1,2010-03-26,141727.21065384062,0,74.01288222590266,2.8180415027447006,212.23588918173704,8.60181354280086
1,2010-04-02,144313.54898358104,0,75.34017323331085,2.9145729058453376,211.6150287137111,8.458672149182252
1,2010-04-09,141772.09397718747,0,81.40800268343983,2.9623130850457513,211.72136860423333,8.464279849672495
1,2010-04-16,136868.26059694498,0,69.22842276311042,2.8944263026914157,211.09444101856081,8.220280537939166
1,2010-04-23,134437.57982409836,0,89.22636983406028,2.8627335107445404,213.4324175318872,7.947282557096049
1,2010-04-30,133201.6125651669,0,78.9915628714777,2.990897786508742,213.2268398696893,8.554336808799981
1,2010-05-07,128905.88155786456,0,73.47675512419657,3.0246380705005724,212.0530435126776,8.025078419165519
1,2010-05-14,131356.6175369623,0,68.9248903255544,3.007772859524301,212.73363860410586,8.504621338516943
1,2010-05-21,128582.40475624667,0,74.92516820909988,3.0300472315173868,212.23598019041964,8.434193809389352
1,2010-05-28,129018.39331227251,0,69.55722834615511,2.9614609684801336,211.08624053161643,8.429743120196395
1,2010-06-04,129628.07855265756,0,70.32302360043033,3.042459732712473,213.72979676404492,8.462346277243196
1,2010-06-11,121402.40702409303,0,65.29016259700792,3.009622543127488,210.70899834906297,7.922221881894229
1,2010-06-18,136534.0994093014,0,59.199644838952885,3.059981938137875,212.0617814169599,8.177459361490152
1,2010-06-25,119188.40329498643,0,61.55310346511712,3.0990012454773668,212.1995734799852,8.208640610533092
1,2010-07-02,125159.74255380365,0,59.51065291313017,3.1192246509965913,211.18901936521146,8.356605910886463
1,2010-07-09,123774.66544991096,0,55.56344960702614,2.9483153716489237,214.06819426157082,8.10362682273405
1,2010-07-16,121912.43836846123,0,57.74706360251343,3.204142311305673,213.78096655879045,7.968125626844534
1,2010-07-23,128001.02214564767,0,57.06948415221074,3.196735006019235,215.57266686887186,8.301217764787378
1,2010-07-30,105088.86776411472,0,45.23728518160267,3.0488198773800197,213.1101360878917,8.102547549211057
1,2010-08-06,118466.07204700862,0,56.15605654425214,3.094222184232098,212.473790558246,7.934105229698115
1,2010-08-13,105825.99542082853,0,55.87728656976308,3.283738471335343,219.230793699011,8.279602358319
1,2010-08-20,101965.41362154944,0,33.56011947369976,3.1574169169875064,213.8205883570345,8.060160684955079
1,2010-08-27,102019.40316345463,0,46.168692274564805,3.2332784184630112,215.45557285116803,8.112341290740327
1,2010-09-03,103892.39376085851,0,34.31624025157563,3.1210953672741333,215.31932617377254,8.581982478394972
1,2010-09-10,105171.79747955389,0,52.034148425131505,3.1320563521168676,213.80258435037447,7.886720809441907
1,2010-09-17,117256.2725845593,0,59.41417300273865,3.118289065662049,217.0177338056045,7.890268205478243
1,2010-09-24,110786.10454234395,0,46.82268691909851,3.1834689681873525,215.87885621079684,7.940303076142651
1,2010-10-01,116443.87833089517,0,40.815126041170075,3.10995153889862,214.20309363852058,8.13514697943053
1,2010-10-08,107146.98180856161,0,45.252620988192895,3.210508933911209,216.7287392094038,8.406500435426706
1,2010-10-15,105602.68292841947,0,41.647625995498935,3.320503096804791,217.12313465769242,8.451938997998997
1,2010-10-22,101844.65025905335,0,36.59736885962846,3.1345472640603464,219.13639189834686,8.486916430195823
1,2010-10-29,112582.75415977268,0,43.374640221143935,3.372915543379376,215.17943147693478,7.820318245261044
1,2010-11-05,118316.26832957736,0,44.41391391078206,3.267590250662394,216.77483565221326,8.116393637199733
1,2010-11-12,105336.54235132053,0,49.1441322849727,3.3315151034621486,214.12474184845345,8.00782039951747
1,2010-11-19,100186.82242448369,0,41.50760619762321,3.2217478106456996,216.87881483894878,8.236975635589003
1,2010-11-26,133827.8748901068,1,51.9562014111312,3.2652664453333133,217.06849035845707,8.246689456326152
1,2010-12-03,135783.10878923483,1,62.95461810430546,3.303639545660008,216.69608608249396,7.928035295779875
1,2010-12-10,152209.33939175622,1,56.80165402900847,3.2412489542213305,218.0557346724418,8.029057082534726
1,2010-12-17,134410.50949155656,1,70.76954907648496,3.2717405319552944,217.66892495767624,7.594139499540749
1,2010-12-24,123816.18674695579,1,61.970133938015984,3.448468289671059,217.1863742433846,7.784463389983051
1,2010-12-31,140318.38722372468,1,60.783927887531966,3.279006847051235,217.6658408589509,7.7167848054581025
1,2011-01-07,117045.13779854188,0,51.858172233785886,3.2586363803687206,221.83387066804244,7.602144354681492
1,2011-01-14,129127.56463726485,0,79.15162105174258,3.6204053735392323,217.06265005676198,7.8199377608029925
1,2011-01-21,130959.22519700107,0,80.46288759377273,3.321051433725741,218.63208323108682,8.094334394015437
1,2011-01-28,128978.87444585198,0,67.70555010760415,3.4012941628387168,217.11765628744504,7.828456564006333
1,2011-02-04,132169.727119029,0,73.81970402284993,3.3795738224944785,220.0673077838177,8.129178954454957
1,2011-02-11,135748.4168965508,0,76.36503740817592,3.440252427806229,219.5401265896371,7.683610491614288
1,2011-02-18,128017.03806733039,0,74.757579872689,3.6154534647144474,222.08003235371285,7.9484616381391255
1,2011-02-25,122580.80897165142,0,68.9929218167481,3.555291436247109,220.29412383772072,7.960035850847903
1,2011-03-04,137325.09228147508,0,84.39903562342322,3.508353627057149,218.4143539733783,7.710118798137513
1,2011-03-11,137802.5450610516,0,79.17102162861629,3.460626305135716,220.10476759790106,7.753005655448279
1,2011-03-18,137579.6994577807,0,89.7576213563634,3.2906673247254963,220.08472460323546,7.848128105343112
1,2011-03-25,125653.30133689946,0,77.25437134100281,3.3674622574017135,221.11199322557118,8.223837553541046
1,2011-04-01,134840.14440420363,0,86.04653600760025,3.493717982150168,220.70801348125673,7.516775372324013
1,2011-04-08,137375.57835943988,0,88.98133314975878,3.5786124193590165,223.5784674081149,8.062352972244422
1,2011-04-15,135073.7157610174,0,91.71087769337048,3.5791194526990635,222.40198226519558,7.681857261616323
1,2011-04-22,134817.08117734684,0,73.99018812925685,3.635166714767588,219.57254456532772,7.939587585604415
1,2011-04-29,122641.3396206029,0,86.19534851519848,3.6280695190985006,224.2509692364702,7.9146936727846615
1,2011-05-06,138625.3101868736,0,76.42073586014509,3.486239424592415,220.92258023645059,8.09780710831918
1,2011-05-13,130660.93410178272,0,70.67404495902123,3.510902610684768,221.9291731393144,7.403859962654718
1,2011-05-20,136387.5921643237,0,76.23129331260132,3.696424962888536,222.97314220833667,7.123177622850474
1,2011-05-27,128787.16101930769,0,72.85765430544365,3.649111222829815,224.66431452247681,7.1681904307988145
1,2011-06-03,135826.3436934791,0,74.64601002670648,3.5014724480436845,224.63392357208025,7.764089153175164
1,2011-06-10,129635.62854007479,0,64.54606339403975,3.7051010951972967,224.20270733398354,7.718219505034292
1,2011-06-17,129997.06257069594,0,68.37331922893988,3.5829323788208494,222.55870697963948,7.60986936688691
1,2011-06-24,119203.36385003048,0,71.35303789379374,3.5793171134417268,222.77248645452065,8.006363886914743
1,2011-07-01,131682.48127452843,0,56.43777341871115,3.692184495346495,224.40657778572796,7.626856513890164
1,2011-07-08,118371.44243262216,0,66.02753404228521,3.755345605351205,224.15117475198613,8.193913275086521
1,2011-07-15,125005.25766953717,0,43.87030407354705,3.828340348921371,222.81345085356477,7.6269701110857575
1,2011-07-22,118915.37213626053,0,44.603579480652535,3.6118682228715087,221.27808309432172,7.389465927493644
1,2011-07-29,118450.65338029225,0,57.5026593511252,3.7461019343462842,221.74085117416146,6.9984741408418385
1,2011-08-05,117916.83248452039,0,48.663135890741444,3.772750861737329,225.0929304393319,7.59856035801467
1,2011-08-12,113804.78129864276,0,51.84759741692074,3.7904051764481173,223.16299010569517,7.507097146542135
1,2011-08-19,110996.29009241429,0,54.434638583195294,3.728500706222034,225.18175088359817,7.4735403020211555
1,2011-08-26,95669.10403822163,0,53.13814557917909,3.6125551703156673,222.63529150788787,7.157453650639296
1,2011-09-02,113585.06203098221,0,41.43667402401576,3.843954711978219,224.33267390042613,7.565447520485463
1,2011-09-09,102872.74901484806,0,54.56039215044499,3.790468965221909,226.9703788343541,7.5270316646085265
1,2011-09-16,110948.29065289894,0,40.43019639824969,3.6895570789947985,223.78779921939952,7.402495827981393
1,2011-09-23,112769.30644562794,0,56.21292723525379,3.7094254787698366,225.88924120238988,7.219864015210617
1,2011-09-30,102062.36709211124,0,43.08473419467245,3.6855275339321976,226.8724454873527,7.316749821797817
1,2011-10-07,105363.94554771831,0,36.60953149550076,3.7916573378649954,226.30183566104236,7.408688914765898
1,2011-10-14,115058.11567557567,0,46.98598178242848,3.961652932442253,225.32582077370344,7.074785545788567
1,2011-10-21,108135.17837172851,0,42.740977369907064,3.95716739556619,226.5950656697737,7.399215617449165
1,2011-10-28,117344.13893419236,0,59.57266556405218,4.0461584423243,226.30407170269916,7.460047648329269
1,2011-11-04,100700.37612763554,0,41.08307987602336,3.9186456298094603,226.3412057280692,7.486477052864388
1,2011-11-11,105271.63735744925,0,37.18006590242183,3.7381613251206964,224.88392383051558,7.281331178765167
1,2011-11-18,110597.84538671035,0,63.37029924956953,4.004479469592583,225.29686332548758,7.470927113112739
1,2011-11-25,136947.75347602062,1,49.49832613628074,3.9428260519532303,227.84875667546308,7.287185379028996
1,2011-12-02,139165.90717869226,1,45.32672715486882,3.9405071249889816,230.99651058989375,7.415769935656318
1,2011-12-09,128219.59982272811,1,55.91806357377718,3.998462167626384,227.19482520841098,7.3053981047089485
1,2011-12-16,137675.53081933528,1,60.34402072514557,3.895877024865138,228.45837785447014,7.607321751111478
1,2011-12-23,123549.32948332312,1,57.4502656467272,4.012317246344695,227.17699041668035,7.557886781366287
1,2011-12-30,144859.05109440765,1,59.26372371383483,3.8287350403900797,225.5774087546592,7.652965557453477
1,2012-01-06,142232.49627284778,0,58.81820318978369,3.879799723516728,223.55320674323752,7.164126123016842
1,2012-01-13,125745.43381659138,0,69.0360887362622,3.96723421711604,228.87762031425046,6.897760411751389
1,2012-01-20,132488.8565181524,0,68.76776155556149,4.017111947854316,229.54620918253514,7.362161306559013
1,2012-01-27,123713.76938630284,0,65.24440293372673,4.107825232672844,230.98340542143598,7.0214626200871475
1,2012-02-03,140746.5724738298,0,81.2883145236682,4.032692481064395,230.82573208809984,7.141366072026954
1,2012-02-10,125756.85991529109,0,74.58911329360097,4.080658305865815,231.24707703250488,7.149557380638957
1,2012-02-17,129464.90343209941,0,72.09065667819446,4.108186716051451,226.73136139172922,7.38736772566278
1,2012-02-24,129463.83886375379,0,84.63557298254906,3.892459175607962,228.08015133734375,6.794382962191475
1,2012-03-02,136594.4039086828,0,79.49336317921795,4.0816618699640195,229.05993364657797,7.164203782154985
1,2012-03-09,139554.57615189254,0,71.63052353832143,4.164547971271924,230.61399895557824,7.288259484414025
1,2012-03-16,130483.56495927335,0,81.45405499031867,4.282805864218486,229.66935874342124,7.103229195416356
1,2012-03-23,139689.74884740668,0,72.59044615936244,4.032442256991914,228.64680403015362,7.150329904586982
1,2012-03-30,134755.12033549492,0,80.35340663633146,4.0827571778056235,231.51027684602994,7.3408531680752365
